Segment,VerticalSize,PeakVerticalVelocity,Slant,RelativeInitialSlant,AbsoluteSize,Roadlength,AbsoluteyJerk,NormalizedyJerk,AverageNormalizedyJerkPerTrial,AbsoluteJerk,NormalizedJerk,Class
-958.3380561809878,-354.1091538408653,-289.9428013644259,-24.421814621093247,0.2124155254034345,-18.544588363078738,-0.08075571906682585,-0.177626740566053,-0.019627367268176127,0.03957731201702577,0.015996348743610084,0.006276092798486112,1
-889.3930659138697,610.0902621344866,-17.0920431061402,19.195317326628654,31.555297928466825,-18.89106134577273,0.13493277984689472,-0.019000544394553363,-0.0491773906969393,0.031070724373230735,0.030323780316731892,0.015644428464308635,0
-1149.7346319042915,-349.57349599736074,-202.67041366303258,13.375875172493505,-5.282835399583919,-19.14162484621768,-0.023605514391784235,0.08898688054439333,0.1893091920899637,-0.12029194851415687,-0.016519503691237468,0.01654912975764662,0
-1044.287275866227,340.04740275681195,-138.5651405722241,3.577541714686684,-20.625200951529422,4.179164057201811,-0.05163887140181422,-0.06812561591882185,-0.059483931482780146,0.015721013922853456,-0.06347617967953477,0.001965028915202887,1
-710.78427878354,1003.7553720635163,212.90071625214702,-213.09198502692803,-33.31080274335156,10.47359730469584,-0.3009459205917946,-0.13710598277645467,0.2357535195062321,0.034803833801111725,0.10780725274237651,0.007010023038562943,1
-1404.9834856294874,43.31563117117307,1976.0824320701286,123.6726095102266,268.9503248585187,-6.426898887505222,-0.1052442238671752,-0.02792177430049696,-0.14506705077014687,0.09069052817722774,0.027861677530432796,0.009077179524333963,1
-1086.0365585264221,-74.95232113641197,104.60215969084071,19.575916705486,53.35862124447937,13.364807191301951,-0.039764532302470026,0.1367612069956181,0.11969479919388903,-0.1683064786379449,0.0171963676352931,0.009599191237042783,0
-1090.978060130163,-258.7156440210168,163.6384309997799,27.881104571560847,35.23738250449519,0.0025573573025308182,-0.3959704166653982,0.0693557917006937,-0.03482022714088694,-0.20388536747056876,0.0008829814807171828,-0.022319527782107298,0
-971.2042034155313,506.71617789564766,-144.88097449488257,32.01929926362367,-1.6892509708500691,11.030014144357278,0.012225395906684535,0.22735715376332083,-0.036146364370084734,0.03259182642118173,0.013062957584272276,-0.012592516716673639,1
-1203.6624189124705,-403.74348844461423,-261.1559053207846,49.79813420586853,-15.192167241874602,6.198072888257504,0.020380105211634452,-0.0341230660449958,-0.021437147604814882,0.22319974111185178,-0.0045455461633902945,0.011980244743938119,0
-1012.2589933655222,-215.50892448860262,-343.6335889058454,-48.9798201368034,6.541556755241398,3.5591119630410777,-0.4863289443286541,-0.18314109077249377,-0.20650314877900677,-0.05667311460896863,0.017890578242801575,-0.007196476339996447,1
-883.4407161604872,217.6501676535343,864.4771285336586,-121.85330426110325,-109.92638703750984,-16.181400903428315,-0.2580762348108859,-0.1385634197941116,0.26830074969122814,0.07370396622125873,-0.011108295058802543,0.012910075706067555,1
-932.2451551782641,-251.9952080298211,-275.28667403328615,72.34813021559765,-14.412865544189591,-10.474868333895845,0.721369744749004,-0.06300216463213859,0.12190729373050113,0.22250165847754386,-0.005252069810597607,-0.006955731230985738,1
-1090.4639081323724,-239.33942993040654,423.27984668659263,51.400515566454054,-13.860656504635598,24.171532717801426,0.13719653929876707,0.007416103015229147,-6.20431473125229e-05,-0.09178397384460421,-0.0007701683976205274,0.0037029520140913754,1
-952.903181593195,-243.4505773052439,-121.84509361056097,83.3992613547814,0.7761015700778076,20.04931745887859,0.3198325702540236,0.22413053313021264,0.1265188584955304,-0.11324353241687103,-0.03909730758125694,-0.004170031956268818,1
-946.6053868998263,-88.14913762816781,-261.3164571787245,16.796894794085357,-7.16628900648849,3.363144981994346,0.020024093580211573,-0.08989541522668654,-0.05984059233229301,-0.09753488630837945,0.013642757114844264,-0.012323181382516533,1
-1004.9400670447255,-213.43311911789635,1.8190647400847753,57.31468227877394,-2.2479624577086184,16.86579594910827,0.1548749193355561,0.11879106389012448,-0.0048704655270116765,0.0185191499396479,-0.022881420496214108,0.005185575690828221,1
-1205.5580247767143,-274.94331849418353,-224.72983046086375,42.30560736778201,-1.6101823594940297,6.891219913271611,-0.2720681953897694,-0.03264470638776753,-0.041656654028175734,0.11705202215905085,-0.017137450679311574,-0.01060897807924562,0
-533.3044529232558,1403.701851279884,302.12293584123654,-70.0283994714733,9.934795365590539,-8.239228726744301,1.3211082728630175,-0.3774717066372322,0.17484506834606428,-0.001374434885750221,-0.11989672947655299,-0.032577395538532686,1
-923.6847968581826,61.22800259352265,-304.99998828157925,91.70746532579724,-9.277560457864842,1.2243885894704694,-0.21176335645147223,0.021466025757934364,0.17454326672677226,-0.19623827237312,-0.06676686892626758,0.0001246837478240514,1
-1204.1475349555872,-439.0762260581855,-237.66093248857828,84.22624564732418,4.788232309207843,-1.7644750614838607,0.11431270255661091,-0.15288176422335337,0.04678217921721569,0.06875933533345996,-0.009982592701785848,0.021386367259705486,1
-1309.9092795771533,-113.1568644989816,1747.3247425480595,-40.51577033436699,-254.48464014840795,6.633868834087629,0.5084690852722953,-0.0664909444108906,-0.26663905186437953,0.011643987621059934,0.012049668605474,-0.006386571446112885,1
-819.0271281372573,-298.80895085375755,-270.18204910900045,-27.30517363873513,-0.672121818773956,-12.034513251218748,0.5442923612387756,-0.002004889205712643,0.018812347321573514,-0.08020223975679795,-0.026602594967859182,0.00890321916950031,0
-994.5667808889767,135.89435466612863,-65.94614578661664,56.67341134603708,21.242069519103847,8.7687286708288,-0.16677096705448977,-0.20289853690420212,0.3326581411866343,-0.06631905382853183,-0.006719894716767387,0.02371901000335725,1
-984.2004166688331,106.38514262205591,-342.00675867725516,-117.48301641485486,20.19262567235775,5.749622958401924,1.566766058964662,-0.06152777883766284,-0.14999855113345797,0.10212743550452154,0.028215871386529895,-0.016256281618080824,1
-1370.467712632851,-551.4541400517043,-263.5268606099975,-24.67460147748021,-5.603738385222183,26.265922156353245,-0.030878064792281265,-0.02470691809101744,0.054294328638370554,0.2562666717721212,-0.012711556964123072,0.005597573521337467,1
-1197.6828914827981,-246.98366314816255,-298.55495001897566,18.29600709462291,-3.916208237732273,-19.110475286821924,-0.23136222752780444,-0.13400715184461376,0.0006697787817996092,0.08841613576525847,0.020540365819828373,0.005321927264772756,1
-944.3878883284251,-186.83951376033775,-316.4379015637516,-112.45724839309023,12.821580648086305,-0.7868712972720303,0.10260080480752101,-0.017191682858484117,-0.174810961105813,-0.1186548748200307,0.004203973260028196,-0.005650669650852718,1
-1068.9083817403289,195.36703467920546,-316.45389868527747,-48.725381697687624,4.6560061597751465,-0.9898074668298281,-0.9956254692705575,0.18823500509096788,0.1104846145027003,0.1775363751253243,0.03578967707172604,-0.0167035259654477,0
-938.3835519163188,235.22924584897922,-316.79939261117886,-2.8492099392289,-2.9332348125263756,-0.2865256989381265,0.2479677073735755,0.015475471162594229,0.07999738982127756,-0.03485440624250246,-0.01196085724992888,-0.005370059453838193,1
-1135.6372394509167,-392.46709935401424,-270.57755222845975,-18.021532024901813,-2.070608405436002,-1.5989670777451057,-0.19138735717573147,-0.1072933211876366,-0.09878848193835513,-0.09267604081964488,0.027294398727698753,-0.0014229848207492756,1
-860.3324321159063,-131.94811937685424,-310.557621459767,14.837685229122433,-4.88567035606917,-0.3735731714533968,-0.6377917370021784,-0.11064212887914994,-0.163874554715457,-0.13928067207044303,0.014662592117449877,-0.011058406404692508,1
-1117.2940729206616,-92.96506803051376,-41.68175941910845,35.08557041623582,-0.8300104550714602,-2.2107271822522687,-0.302233273594181,-0.030569609404528204,-0.013189598566995971,-0.06723378266800614,-0.0073255963565485175,0.010808852138620454,1
-990.0093762548426,26.099225157215443,-23.545266582344606,-95.32936174235051,-4.982265800348166,-3.1433634498938794,-0.554751725548816,-0.10472444701287685,-0.1573156882757515,-0.034030583399946884,0.05488011752819365,-0.01903146779969681,1
-964.8746217665973,-160.18548329476175,-303.2343251202677,69.35384345398359,-14.662816512249048,-1.1750098112278136,0.04332931267437618,-0.1669733519522845,-0.10107251940740969,-0.022482674710839784,-0.023683409181596813,0.0012902405980748336,1
-995.7734671623307,-305.84996318192697,-239.7228116242987,74.62384894202677,-10.076084662040488,-1.7401968463495054,-0.06882460110044847,-0.09782913386209507,-0.0003144944226933287,0.03424100831581223,-0.00610535796871366,0.006835634630620616,1
-1095.2941644218447,-119.03286769595692,494.8187579308685,37.0626372754919,66.29052820521585,-5.222027054944637,-0.3575027078266678,-0.028947429563049184,-0.07285341395458009,0.0009734092056577801,0.04056518703583623,-0.004229372739791409,0
1429.1637997170776,-474.68295820624235,170.68611024610053,-39.96067492216226,-25.785460094127398,6.032573382190113,-0.4384414381121845,-0.23599281381393317,-0.02343515073733836,0.006463939437222968,0.09616585427412486,0.021485289447406502,0
1211.6118477094853,443.3729340744374,-208.89741005556212,-122.66051464973332,41.39613649955508,4.110631653964766,-0.8224747971399352,-0.22979153765294258,-0.2458535813918086,-0.1283606676399946,-0.05839432196310215,0.0006537717501660249,0
870.8823677871299,264.1308598719867,-213.01214122206585,-26.790777042532888,11.15313614222885,3.570000844687577,-0.3596935128149333,-0.1764126941198321,-0.09020567561344871,0.0911137496526259,-0.033509106134668086,-0.03672232238561596,1
735.6545148494615,241.00863159631444,-73.53525412736161,149.26210175589935,-26.029621505391457,4.345330044439322,-0.1980413162973446,-0.04279798235301968,-0.06899424880072531,0.06911357367685854,0.023821986516469103,-0.017062732056020703,1
-171.83973357641315,142.33085626265327,84.17988648003366,-112.37373561164407,-22.94044530067938,-2.4160872504916076,-0.7674266959549658,0.20836944973050953,0.007862582674293772,-0.002948102658723216,-0.022995903143327823,0.03779596096956227,1
551.5126657895748,412.61040073684654,-13.282493606874485,-29.74981556150435,-17.238403885274913,1.1246496206770396,0.8001935787905319,0.1441822537513108,0.26556286299004755,-0.1444087207695637,0.004469971641798721,0.00569014722730279,1
941.6914822368396,170.7390842649676,-128.17205165418036,-59.66750631879239,11.922656798420164,2.14414299992236,0.16935904224173698,0.1017218326437887,-0.14193882338838154,0.035779314618451734,0.0775995215773138,-0.023746805470203167,1
2406.3716576214433,-720.7784978159881,104.4252254677741,-217.39298910147212,32.5440531252934,5.894945705848668,0.8508523521827461,-0.09503047310268133,-0.0393459698047344,0.10917807226047913,-0.0031907970220758806,0.01773096506872817,1
479.00560454720306,363.2801624387943,-228.9385063190203,67.503629207406,-17.75922633634553,1.2318369253461867,0.5751430624114847,0.09773420451931285,-0.05369920542389493,0.17155010175535254,0.0776003297892061,0.06293286185684498,0
1553.532208787522,516.5449798358514,-137.57794495393335,62.69186220013805,-5.599591649875509,5.030527466115594,-0.8400155518045371,0.06216670241678793,0.05075017918180617,-0.030839906263544794,0.011164132027461967,0.006860396590780899,1
-561.2390364261688,417.6495718512106,-146.1482548666036,-185.94078070712254,34.11630230315516,-6.687920243915875,-0.6063242784073433,0.15883686000485195,0.16083239609209277,0.10112513611057578,-0.06952727416268284,0.02018203193038701,1
682.5152966954971,-182.03834080121678,-183.57434002201245,-66.71324756236855,16.430545246143588,-0.45093846411203875,0.726735144650149,-0.06661201014163418,-0.09943855606804315,-0.06831182511860373,0.031241769455801816,-0.01651473009949196,1
1812.7010315612422,214.6584187138366,-38.23096564242036,-91.40921812576858,32.71345408029984,3.225129302666487,-1.064828738903222,-0.13936015236609978,0.0327041639335219,-0.06238327755249134,0.017899520289734187,0.0027054419762554726,1
27.434923616478763,317.4535092373377,-74.37086614603554,82.93788803848867,-19.679948206081548,-2.376587283836873,0.5608487759832341,0.5793778735183794,0.005318766066726699,-0.0720502520927153,0.12983736584445882,-0.02193574956270912,1
1020.0276357696415,494.0220885503386,203.35101522210906,-109.63189846660899,66.96562805791594,34.59032366957521,0.18316761246952076,-0.0008875491485533368,0.10446339369684439,-0.02344192115889481,-0.008436524755744612,0.00663859955352163,1
1404.7368512334674,-597.4227528224961,194.78303636614592,48.76469604297625,-27.02386419362324,-8.796539971526709,0.6605360602657786,-0.536735204507552,0.26662463195701763,-0.1997951396310782,0.07338083623641393,-0.009364189633075443,1
1175.527273906864,-177.4833649971349,-126.74157695269602,-87.6831959298528,17.37620236030512,0.3642802672388702,-0.057021329943457086,-0.2850028949069262,-0.2504475090285613,0.21703229872921023,-0.07078420318034986,-0.018378058842100524,1
900.7214510225757,-393.1420591949479,-99.53512929788847,-56.17146747924585,2.4429850143101346,-0.7020277159824793,0.6875598064796264,0.03332711369936557,-0.16432982907202645,-0.005235478208875053,-0.1262641812118932,0.03622270904181278,0
980.2899804636886,-436.4960320706118,54.21665063835284,-74.17214660890897,-3.025297594177159,-1.1084319037260273,0.4677408911795485,-0.05833562617210097,0.10268432596854375,-0.020940272795011653,-0.016877045266792734,0.017972823272217435,1
1279.1634201917523,392.13684979333533,-96.32702506781611,99.1298954575781,-9.825236335110693,1.6816591200364854,0.2861269497158221,0.16540035549101442,-0.007095104715627776,0.05693251610376414,0.029242450507419773,0.03909616628635332,1
1112.9306146215065,560.6750598306477,-3.5799392855927814,193.5626823137465,-30.619557223191343,1.525888744261429,-0.3236671727446746,-0.18248193413904323,-0.08590890964789395,-0.05430670781829564,-0.07071944405346511,0.015196084468437386,1
301.73257166150967,-493.16020823710727,-88.63900544573673,27.359936239198532,-15.386394535815649,-3.5198398436480844,0.20585335925002912,0.041200598602895835,-0.22580709730399853,-0.13312025139389144,0.0328212872730917,0.007555599579170351,1
1074.0056994554734,278.51404283649066,62.14640550195504,83.1469880653317,19.629537451936475,-0.8900804021080833,-0.021852459077865337,-0.00021909145856729124,0.012906531320619601,0.0988031383658001,-0.09886020186744873,-0.06138121227032198,0
1751.2262593023238,-583.0635693173457,119.13676549562787,13.686201793639215,-5.3314779344812075,1.2426006240612957,-1.0423393256853883,-0.09835682122994718,0.37693018277180235,0.029615667070986666,0.03965144855541005,-0.006148870632072113,1
245.1151328962708,-93.21231144476752,525.8850690330834,-55.20528362314121,-96.92936100878298,-5.898052997045764,-1.0894959290494701,0.5468367883724622,-0.0458432811055397,0.007153506326131676,-0.08691925695817443,-0.02253877329926195,1
478.3398128481089,-380.50525214357,-122.91066334305275,-83.78661802513761,7.741242252499263,-5.192589975377968,0.3914977227008211,0.5112831697521942,-0.08211894374173707,-0.14293317159601107,-0.0625918727708468,-7.144878188017357e-05,1
931.3937997680284,427.77592289527377,80.855927603155,-6.453974117965788,6.245126884006485,-3.4355713447908625,0.7561657676313833,0.0034741650216328105,0.07603170896699993,-0.19075243512048876,0.07104211116192277,-0.01847526462004673,1
-17.13541894282404,200.6553685907434,-280.72875702706745,-96.63016399823114,23.73915433134008,-7.873547400313072,0.4251648558383703,0.21550972298129417,0.177088998462832,0.20776997322357466,-0.025543522054751827,-0.0229607075746201,0
844.3424288340512,-639.3214681385396,330.7216767715578,0.5367687896460578,62.386038378120006,-5.402861334214764,0.7183656602371526,0.11513988724095774,0.10021402495645154,-0.08201708820661059,-0.03771936874528149,-0.006519633036821841,1
1743.196114712669,-955.858363129896,111.44053427881124,-54.80675293113474,-3.1657816608964624,-1.2335587196260893,-0.5480419334784491,-0.06148264678680458,0.12597072342015508,-0.029981259849019865,0.07920659366299451,-0.046311897013496583,1
329.1208947817425,614.7702830043519,-237.61220646199342,28.351968872549914,10.884556996457606,-6.246036165206692,0.004079422637165494,0.05924901328938893,-0.12630303181187505,-0.05204407785123203,0.031018635354379733,-0.009416496575952093,0
2086.467351177012,8.1195594267631,11.00035710726673,287.2786733587072,-45.60140938142659,3.1766548248217106,-0.24943898110792234,-0.19870376835406842,0.0329800863404,0.13822283277818054,-0.04236607692299661,-6.6664340592667e-05,1
1252.5974330450288,-95.0265734292878,-40.19929381462144,-11.294578632826129,-2.284641396823286,-3.9027174107644016,0.16713898518479878,0.3655617917768586,-0.09165239981999126,-0.13546252282094223,-0.03263278052000934,0.011961916614655538,1
563.8346639479511,331.4976452197447,-199.7405459102656,131.5052606209823,-10.51736022766531,-5.427958825248572,0.18015377683877118,0.20475823856695535,0.05439139929878051,0.18088160626848082,0.15744808434843988,-0.019123989166003757,0
2143.042824195743,341.1914649478992,-5.4784427465772945,152.80324753040625,-27.6374539586086,0.7883868337453824,0.6291743915861064,-0.11542570140821135,-0.1526880053250611,-0.0561096223680959,-0.02000765757572918,0.013593919332777331,1
1747.6664968184257,-913.5656413598845,405.2533676550289,-15.548763750331265,25.100845734687994,-3.9918518830450953,0.07327547843279476,0.3121482909976346,0.17441206386945116,0.17855662007671816,-0.0649992632050925,-0.004592639410425205,1
462.1856657412562,239.74994403198133,165.7637830890547,132.10901577727216,-13.480202967957025,-7.522250192965825,-0.46567605827668646,0.11234834955454112,0.025287456944692355,-0.0073479098108880396,-0.09906655771806586,-0.008755265956611918,1
959.805690796649,507.455642642971,26.65283768172306,-49.12508974632718,2.33283222185638,-7.246192023326346,-0.707783793458676,-0.13775209983922831,-0.04537635933615782,-0.0890506593922258,-0.013494192347275571,0.03333828454740896,1
1246.3703794518722,356.61601967186994,8.675087015421385,-36.25260874974396,3.9023235207376943,-10.212583751605694,-0.12296177822296987,0.18209042020729663,-0.28955662549345984,0.09821942577468254,0.07096450018759014,0.02344022991480269,1
